==22316== NVPROF is profiling process 22316, command: ./managed_ordered_execution_sync 45 100
==22316== Profiling application: ./managed_ordered_execution_sync 45 100
==22316== Profiling result:
"Time(%)","Time","Calls","Avg","Min","Max","Name"
%,ms,,ms,ms,ms,
100.000000,16.340443,1,16.340443,16.340443,16.340443,"kernelordered(int*, int)"

==22316== Unified Memory profiling result:
"Device","Count","Avg Size","Min Size","Max Size","Total Size","Total Time",""
"Tesla K40c (0)",23,1.865998MB,384.000000KB,2.000000MB,42.917969MB,7.001184ms,"Host To Device"
"Tesla K40c (0)",536,163.984375KB,4.000000KB,0.996094MB,85.835938MB,13.918496ms,"Device To Host"
Total CPU Page faults: 268

==22316== API calls:
"Time(%)","Time","Calls","Avg","Min","Max","Name"
%,ms,,ms,ms,ms,
58.994993,0.410391,1,0.410391,0.410391,0.410391,"cuDeviceTotalMem"
36.451914,0.253573,91,0.002786,0.000208,0.082282,"cuDeviceGetAttribute"
3.627035,0.025231,1,0.025231,0.025231,0.025231,"cuDeviceGetName"
0.713591,0.004964,3,0.001654,0.000379,0.003892,"cuDeviceGetCount"
0.212467,0.001478,3,0.000492,0.000244,0.000764,"cuDeviceGet"
