==13265== NVPROF is profiling process 13265, command: ./managed_ordered_execution_sync 67 100
==13265== Profiling application: ./managed_ordered_execution_sync 67 100
==13265== Profiling result:
"Time(%)","Time","Calls","Avg","Min","Max","Name"
%,ms,,ms,ms,ms,
100.000000,24.325603,1,24.325603,24.325603,24.325603,"kernelordered(int*, int)"

==13265== Unified Memory profiling result:
"Device","Count","Avg Size","Min Size","Max Size","Total Size","Total Time",""
"Tesla K40c (0)",33,1.936316MB,384.000000KB,2.000000MB,63.898438MB,10.424928ms,"Host To Device"
"Tesla K40c (0)",784,166.917969KB,4.000000KB,0.996094MB,127.796875MB,20.734464ms,"Device To Host"
Total CPU Page faults: 392

==13265== API calls:
"Time(%)","Time","Calls","Avg","Min","Max","Name"
%,ms,,ms,ms,ms,
56.180139,0.407815,1,0.407815,0.407815,0.407815,"cuDeviceTotalMem"
38.092673,0.276517,91,0.003038,0.000210,0.091171,"cuDeviceGetAttribute"
4.825831,0.035031,1,0.035031,0.035031,0.035031,"cuDeviceGetName"
0.704774,0.005116,3,0.001705,0.000290,0.004078,"cuDeviceGetCount"
0.196582,0.001427,3,0.000475,0.000226,0.000751,"cuDeviceGet"
