==23735== NVPROF is profiling process 23735, command: ./managed_ordered_execution_sync 41 100
==23735== Profiling application: ./managed_ordered_execution_sync 41 100
==23735== Profiling result:
"Time(%)","Time","Calls","Avg","Min","Max","Name"
%,ms,,ms,ms,ms,
100.000000,14.895919,1,14.895919,14.895919,14.895919,"kernelordered(int*, int)"

==23735== Unified Memory profiling result:
"Device","Count","Avg Size","Min Size","Max Size","Total Size","Total Time",""
"Tesla K40c (0)",21,1.861979MB,384.000000KB,2.000000MB,39.101562MB,6.378528ms,"Host To Device"
"Tesla K40c (0)",492,162.763672KB,4.000000KB,0.996094MB,78.203125MB,12.707968ms,"Device To Host"
Total CPU Page faults: 246

==23735== API calls:
"Time(%)","Time","Calls","Avg","Min","Max","Name"
%,ms,,ms,ms,ms,
58.185086,0.386502,1,0.386502,0.386502,0.386502,"cuDeviceTotalMem"
37.137549,0.246691,91,0.002710,0.000199,0.080252,"cuDeviceGetAttribute"
3.750472,0.024913,1,0.024913,0.024913,0.024913,"cuDeviceGetName"
0.724562,0.004813,3,0.001604,0.000284,0.003727,"cuDeviceGetCount"
0.202329,0.001344,3,0.000448,0.000231,0.000767,"cuDeviceGet"
